Family,Genus,Species,EToLID,Catalog #,Label,Total length (bp),No of charsets,enc1,ficd,gtdc2 ,kiaa1239,myh6,panx2,plagl2,ptchd4,rag1,rag2,rh,ripk4,snx33,sidkey,gpr85,svep1,tbr1b,vcpip,zic1,16S,hoxc6a,,,,,,
Neoscopelidae,Neoscopelus,microchir,G1397,_,G1397_Neoscopelus_microchir,7791,8,0,0,876,0,744,0,696,708,0,0,0,0,696,0,0,0,777,0,984,2310,0,,,,,,
Neoscopelidae,Scopelengys,tristis,G1479,_,G1479_Scopelengys_tristis,6539,7,0,0,873,0,735,0,0,699,0,0,0,0,681,0,0,0,777,0,984,1790,0,,,,,,
Nomeidae,Psenes,cyanophrys,E0666,KU_05305,E0666_Psenes_cyanophrys,4485,4,0,0,0,0,0,0,804,748,0,0,0,620,0,0,0,0,0,0,0,2313,0,,,,,,
Nomeidae,Cubiceps,pauciradiatus,E0667,KU_05306,E0667_Cubiceps_pauciradiatus,9349,9,0,0,0,756,734,876,804,748,0,0,0,0,705,1248,0,0,0,0,0,2313,1165,,,,,,
Nomeidae,Cubiceps,gracilis,E0672,KU_05339,E0672_Cubiceps_gracilis,8101,10,0,630,0,792,0,891,804,748,0,0,852,645,696,1247,0,0,0,0,796,0,0,,,,,,
Nomeidae,Cubiceps,baxteri,G1271,_,G1271_Cubiceps_baxteri,8527,10,657,0,891,0,0,0,696,711,1464,0,0,0,705,0,915,0,789,0,870,829,0,,,,,,
Notacanthidae,Notacanthus,chemnitzii,G1399,_,G1399_Notacanthus_chemnitzii,8314,7,0,732,0,963,789,961,0,0,1575,0,0,0,0,0,0,0,0,0,984,2310,0,,,,,,
Notopteridae,Chitala,chitala,G1252,_,G1252_Chitala_chitala,4867,4,0,0,891,0,0,0,690,0,0,0,0,0,0,0,960,0,0,0,0,2326,0,,,,,,
Notopteridae,Chitala,ornata,G1253,_,G1253_Chitala_ornata,8063,8,0,0,891,0,744,0,684,0,0,1206,0,0,567,0,0,0,777,0,879,2315,0,,,,,,
Notopteridae,Xenomystus,nigri,G1510,_,G1510_Xenomystus_nigri,11794,11,0,732,891,963,0,0,696,0,1575,1206,0,0,705,0,975,0,789,0,948,2314,0,,,,,,
Notosudidae,Scopelosaurus,lepidus,E0479,KU_03641,E0479_Scopelosaurus_lepidus,5506,6,657,654,0,0,0,0,759,0,1560,0,0,0,0,0,0,0,826,0,0,0,1050,,,,,,
Notosudidae,Ahliesaurus,berryi,E0661,KU_05285,E0661_Ahliesaurus_berryi,5635,7,657,654,0,0,710,0,609,0,1560,0,0,629,0,0,0,0,0,0,816,0,0,,,,,,
Nototheniidae,Dissostichus,eleginoides,G1279,_,G1279_Dissostichus_eleginoides,10914,11,597,0,891,0,0,0,699,711,1482,0,759,0,705,0,990,0,786,0,984,2310,0,,,,,,
Nototheniidae,Notothenia,coriiceps,G1526,_,G1526_Notothenia_coriiceps,9182,9,657,0,0,0,744,0,0,696,1539,0,750,0,705,0,0,0,786,0,984,2321,0,,,,,,
Nototheniidae,Pagothenia,borchgrevinki,G1527,_,G1527_Pagothenia_borchgrevinki,9248,9,0,0,882,0,720,0,702,711,1482,0,750,0,696,0,0,0,0,0,984,2321,0,,,,,,
Nototheniidae,Aethotaxis,mitopteryx,G1528,_,G1528_Aethotaxis_mitopteryx,7007,7,0,0,0,0,744,0,0,708,0,0,759,0,705,0,0,0,786,0,984,2321,0,,,,,,
Nototheniidae,Gobionotothen,gibberifrons,G1529,_,G1529_Gobionotothen_gibberifrons,7468,8,657,0,0,0,729,0,0,708,0,0,676,0,682,0,0,0,831,0,864,2321,0,,,,,,
Nototheniidae,Patagonotothen,tessellata,G1530,_,G1530_Patagonotothen_tessellata,10010,10,0,0,891,0,744,0,702,711,1416,0,750,0,705,0,0,0,786,0,984,2321,0,,,,,,
Odacidae,Haletta,semifasciata,G1312,_,G1312_Haletta_semifasciata,7769,9,654,0,876,0,0,0,684,0,1413,897,0,0,699,0,972,0,789,0,0,785,0,,,,,,
Odontobutidae,Odontobutis,potamophila,E1137,CL3-1,E1137_Odontobutis_potamophila,10835,12,654,0,891,0,759,0,684,711,0,0,753,645,693,1278,981,0,0,0,984,1802,0,,,,,,
Odontobutidae,Perccottus,glenii,G1429,_,G1429_Perccottus_glenii,7707,9,633,0,891,0,744,0,666,711,1482,0,0,0,705,0,936,0,0,0,939,0,0,,,,,,
Ogcocephalidae,Ogcocephalus,parvus_nasutus,E0610,KU_05124,E0610_Ogcocephalus_parvus_nasutus,11277,14,657,681,891,747,739,888,819,748,0,0,0,0,705,1251,0,822,821,696,0,812,0,,,,,,
Ogcocephalidae,Ogcocephalus,radiatus,E0641,KU_05224,E0641_Ogcocephalus_radiatus,3571,4,0,0,0,0,0,768,804,748,0,0,0,0,0,1251,0,0,0,0,0,0,0,,,,,,
Ogcocephalidae,Dibranchus,tremendus,E0975,KU_07468,E0975_Dibranchus_tremendus,8869,11,0,675,0,768,743,897,804,756,0,0,0,645,0,1237,0,813,814,717,0,0,0,,,,,,
Ogcocephalidae,Halieutichthys,aculeatus,E1122,KU_08272,E1122_Halieutichthys_aculeatus,5321,7,0,0,885,780,0,0,693,702,0,0,0,0,700,0,0,825,0,0,0,736,0,,,,,,
Oneirodidae,Oneirodes,bulbosus,E0176,KU_01647,E0176_Oneirodes_bulbosus,4537,6,0,684,0,0,744,906,0,747,0,0,0,629,0,0,0,0,0,0,827,0,0,,,,,,
Oneirodidae,Bertella,idiomorpha,E0386,KU_02395,E0386_Bertella_idiomorpha,6769,7,0,681,0,0,743,912,0,746,0,0,0,645,0,0,0,0,0,732,0,2310,0,,,,,,
Oneirodidae,Dolopichthys,sp,E0484,KU_03703,E0484_Dolopichthys_sp,3102,4,0,681,0,0,0,855,804,0,0,0,0,0,0,0,0,0,0,0,762,0,0,,,,,,
Oneirodidae,Oneirodes,macrosteus,E0655,KU_05260,E0655_Oneirodes_macrosteus,8110,10,657,0,0,711,778,708,819,747,1317,0,0,0,0,0,0,0,814,759,800,0,0,,,,,,
Ophichthidae,Myrichthys,maculosus,G1385,_,G1385_Myrichthys_maculosus,5988,6,0,0,891,0,732,0,678,711,0,0,0,0,669,0,0,0,0,0,0,2307,0,,,,,,
Ophichthidae,Ophichthus,cephalozona,G1404,_,G1404_Ophichthus_cephalozona,8849,8,0,732,0,963,789,973,0,0,1575,0,0,0,0,0,990,0,0,0,984,1843,0,,,,,,
Ophidiidae,Petrotyx,sanguineus,E0206,KU_00122,E0206_Petrotyx_sanguineus,4288,5,0,0,0,0,459,0,0,748,1554,0,0,645,0,0,0,0,0,0,882,0,0,,,,,,
Ophidiidae,Genypterus,blacodes,E0241,KU_00927,E0241_Genypterus_blacodes,3074,3,0,0,0,0,729,0,0,0,1539,0,0,0,0,0,0,0,0,0,0,806,0,,,,,,
Ophidiidae,Lepophidium,profundorum,E0248,KU_01578,E0248_Lepophidium_profundorum,2693,3,0,0,0,0,0,0,0,0,0,0,0,645,0,1236,0,0,0,0,0,812,0,,,,,,
Ophidiidae,Chilara,taylori,E0260,KU_02202,E0260_Chilara_taylori,5847,7,0,720,0,951,744,0,0,0,0,0,0,645,0,0,0,0,0,0,882,767,1138,,,,,,
Ophidiidae,Lamprogrammus,niger,E0275,KU_02393,E0275_Lamprogrammus_niger,8204,8,0,705,0,0,714,0,804,0,0,0,852,0,694,1243,0,0,0,0,882,2310,0,,,,,,
Ophidiidae,Dicrolene,introniger,E0480,KU_03677,E0480_Dicrolene_introniger,7791,10,651,690,0,0,687,921,804,708,0,0,0,632,678,1240,0,0,0,0,780,0,0,,,,,,
Ophidiidae,Bassogigas,gillii,E0481,KU_03686,E0481_Bassogigas_gillii,5539,7,0,690,0,0,687,0,804,0,0,0,0,640,669,1248,0,0,0,0,801,0,0,,,,,,
Ophidiidae,Neobythites,gilli,E0612,KU_05134,E0612_Neobythites_gilli,7915,10,0,690,0,0,690,0,804,748,0,0,0,614,705,1248,0,825,0,765,826,0,0,,,,,,
Ophidiidae,Lepophidium,jeannae,E0621,KU_05164,E0621_Lepophidium_jeannae,4803,6,0,0,0,0,696,696,0,748,0,0,0,633,0,1248,0,0,0,0,782,0,0,,,,,,
Ophidiidae,Brotula,barbata,E0629,KU_05186,E0629_Brotula_barbata,7922,11,0,690,0,0,711,765,804,746,0,0,459,632,691,0,0,0,824,765,835,0,0,,,,,,
Ophidiidae,Ophidion,josephi,E0648,KU_05247,E0648_Ophidion_josephi,6671,8,0,0,0,831,717,897,804,748,0,0,0,635,0,1231,0,0,0,0,808,0,0,,,,,,
Ophidiidae,Brotulotaenia,crassa,E0659,KU_05273,E0659_Brotulotaenia_crassa,7406,9,0,690,0,0,714,0,804,746,0,0,0,0,0,1240,0,825,821,744,822,0,0,,,,,,
Ophidiidae,Lepophidium,brevibarbe,E0758,KU_05806,E0758_Lepophidium_brevibarbe,4938,6,0,630,0,801,0,0,0,0,0,0,0,643,0,1236,0,825,0,0,803,0,0,,,,,,
Ophidiidae,Brotulotaenia,nigra,E0817,KU_06529,E0817_Brotulotaenia_nigra,8423,10,0,630,0,795,0,795,804,0,930,0,0,0,0,1247,0,825,804,765,828,0,0,,,,,,
Ophidiidae,Brotula,multibarbata,E0883,KU_07013,E0883_Brotula_multibarbata,12263,15,657,630,891,777,744,0,699,711,1482,0,0,642,705,0,966,825,800,750,984,0,0,,,,,,
Ophidiidae,Ophidion,robinsi,E1007,KU_08196,E1007_Ophidion_robinsi,6933,8,0,606,0,798,0,873,0,0,0,0,0,645,0,1229,0,0,814,0,807,0,1161,,,,,,
Ophidiidae,Ophidion,holbrookii,E1033,KU_08318,E1033_Ophidion_holbrookii,6706,8,0,0,0,777,705,921,0,0,0,0,0,645,0,1248,0,825,815,0,770,0,0,,,,,,
Opisthoproctidae,Macropinna,microstoma,G1368,_,G1368_Macropinna_microstoma,5700,7,0,0,873,0,738,0,0,270,1371,0,0,0,696,0,0,0,768,0,984,0,0,,,,,,
Opistognathidae,Opistognathus,maxillosus,E0207,KU_00140,E0207_Opistognathus_maxillosus,6298,7,0,0,0,0,720,0,807,0,0,0,777,609,693,0,0,0,0,0,882,1810,0,,,,,,
Opistognathidae,Opistognathus,aurifrons,E0216,KU_00253,E0216_Opistognathus_aurifrons,8467,10,657,0,876,0,744,0,804,711,1532,0,0,645,702,0,984,0,0,0,0,812,0,,,,,,
Opistognathidae,Lonchopisthus,micrognathus,E0603,KU_05097,E0603_Lonchopisthus_micrognathus,5964,7,0,0,0,756,705,0,804,0,0,0,0,640,0,1250,0,780,0,0,0,0,1029,,,,,,
Oplegnathidae,Oplegnathus,punctatus,G1405,_,G1405_Oplegnathus_punctatus,8215,7,0,0,0,0,739,0,696,0,1542,954,0,0,0,0,990,0,0,0,984,2310,0,,,,,,
Osmeridae,Thaleichthys,pacificus,E0095,KU_03136,E0095_Thaleichthys_pacificus,9117,11,657,696,441,0,714,0,0,711,1575,0,0,0,705,0,886,0,789,0,984,959,0,,,,,,
Osmeridae,Mallotus,villosus,E0096,KU_03139,E0096_Mallotus_villosus,6206,5,0,681,837,0,0,0,0,0,1542,0,0,0,0,0,835,0,0,0,0,2311,0,,,,,,
Osmeridae,Hypomesus,pretiosus,G1333,_,G1333_Hypomesus_pretiosus,7247,8,0,0,861,0,0,0,690,711,1543,0,0,0,705,0,0,0,789,0,984,964,0,,,,,,
Osmeridae,Osmerus,mordax,G1409,_,G1409_Osmerus_mordax,9999,10,521,0,858,0,744,0,693,0,1530,0,0,0,705,0,864,0,789,0,984,2311,0,,,,,,
Osphronemidae,Betta,splendens,G1226,_,G1226_Betta_splendens,7637,7,657,0,891,0,0,0,0,711,1482,0,0,0,0,0,0,0,789,0,978,2129,0,,,,,,
Osteoglossidae,Osteoglossum,bicirrhosum,E0084,KU_02515,E0084_Osteoglossum_bicirrhosum,10179,9,657,0,0,963,0,0,699,0,1575,1206,0,0,0,0,990,0,789,0,984,2316,0,,,,,,
Ostraciidae,Ostracion,cubicus,E0588,KU_05054,E0588_Ostracion_cubicus,10190,12,657,633,846,750,744,0,804,0,1482,0,0,0,705,0,0,0,783,0,823,812,1151,,,,,,
Ostraciidae,Acanthostracion,quadricornis,E0760,KU_05810,E0760_Acanthostracion_quadricornis,3930,4,0,0,0,0,0,0,804,0,1503,0,0,0,0,0,0,0,0,0,821,802,0,,,,,,
Ostraciidae,Rhinesomus,triqueter,G1469,_,G1469_Rhinesomus_triqueter,9312,11,657,0,864,0,744,0,687,699,1502,0,0,0,669,0,957,0,765,0,966,802,0,,,,,,
Pangasiidae,Pangasianodon,hypophthalmus,G1415,_,G1415_Pangasianodon_hypophthalmus,7179,8,657,0,0,0,789,0,699,0,1482,1026,0,0,705,0,990,0,831,0,0,0,0,,,,,,
Pantodontidae,Pantodon,buchholzi,G1417,_,G1417_Pantodon_buchholzi,9831,8,0,0,0,963,0,971,0,0,1574,1188,852,0,0,0,981,0,0,0,984,2318,0,,,,,,
Paralepididae,Paralepis,coregonoides,E0486,KU_03719,E0486_Paralepis_coregonoides,3702,4,0,0,0,756,681,0,0,0,1560,0,0,0,705,0,0,0,0,0,0,0,0,,,,,,
Paralepididae,Lestidiops,jayakari,E0497,KU_03792,E0497_Lestidiops_jayakari,8012,9,657,654,0,795,681,0,741,0,1560,0,0,645,0,1247,0,0,0,0,0,0,1032,,,,,,
Paralepididae,Stemonosudis,intermedia_macrura,E0973,KU_07466,E0973_Stemonosudis_intermedia_macrura,5561,7,657,657,0,0,681,0,798,0,0,0,0,0,705,1248,0,0,0,0,0,815,0,,,,,,
Paralichthyidae,Ancylopsetta,ommata,E0001,KU_00010,E0001_Ancylopsetta_ommata,9094,10,0,0,0,732,0,768,0,0,1515,0,741,645,705,1296,0,0,0,0,809,808,1075,,,,,,
Paralichthyidae,Paralichthys,californicus,E0020,KU_00456,E0020_Paralichthys_californicus,7757,8,0,0,0,765,729,912,816,0,0,0,0,645,0,1251,0,0,0,0,829,1810,0,,,,,,
Paralichthyidae,Xystreurys,liolepis,E0021,KU_00465,E0021_Xystreurys_liolepis,9274,9,0,0,0,777,707,913,804,0,1527,0,744,0,693,1299,0,0,0,0,0,1810,0,,,,,,
Paralichthyidae,Citharichthys,arctifrons,E0043,KU_01468,E0043_Citharichthys_arctifrons,6138,7,0,0,0,789,704,828,0,0,0,0,771,544,693,0,0,0,0,0,0,1809,0,,,,,,
Paralichthyidae,Etropus,microstomus,E0047,KU_01506,E0047_Etropus_microstomus,4687,4,0,0,0,0,696,0,0,0,1452,0,747,0,0,0,0,0,0,0,0,1792,0,,,,,,
Paralichthyidae,Pseudorhombus,pentophthalmus,E0077,KU_02481,E0077_Pseudorhombus_pentophthalmus,9819,10,0,0,0,798,711,822,810,756,1536,0,747,645,0,0,0,0,0,0,0,1810,1184,,,,,,
Paralichthyidae,Citharichthys,sordidus,E0446,KU_03255,E0446_Citharichthys_sordidus,8522,9,0,0,0,807,714,933,0,0,0,0,0,0,693,1275,0,756,810,745,0,1789,0,,,,,,
Paralichthyidae,Cyclopsetta,chittendeni,E0597,KU_05080,E0597_Cyclopsetta_chittendeni,9668,11,0,654,0,789,708,0,813,0,0,0,738,645,693,1272,0,807,0,747,0,1802,0,,,,,,
Paralichthyidae,Syacium,micrurum,E0633,KU_05200,E0633_Syacium_micrurum,8458,10,0,654,0,771,711,0,816,0,0,0,432,645,693,1272,0,0,0,654,0,1810,0,,,,,,
Paralichthyidae,Gastropsetta,frontalis,E0640,KU_05223,E0640_Gastropsetta_frontalis,2378,3,0,0,0,774,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1119,,,,,,
Paralichthyidae,Etropus,crossotus,E0647,KU_05244,E0647_Etropus_crossotus,7469,8,0,0,0,942,693,0,0,0,0,0,714,645,693,1200,0,780,0,0,0,1802,0,,,,,,
Paralichthyidae,Paralichthys,albigutta,E1171,LS172,E1171_Paralichthys_albigutta,7735,8,0,0,0,951,780,0,807,0,0,0,738,645,705,1299,0,0,0,0,0,1810,0,,,,,,
Paraulopidae,Paraulopus,oblongus,G1422,_,G1422_Paraulopus_oblongus,3948,4,657,0,0,0,0,0,747,0,1560,0,0,0,0,0,0,0,0,0,984,0,0,,,,,,
Parazenidae,Cyttopsis,rosea,E1032,KU_08315,E1032_Cyttopsis_rosea,8917,10,0,0,891,780,714,909,804,711,1350,0,0,0,690,1243,0,825,0,0,0,0,0,,,,,,
Parodontidae,Parodon,nasus,G1424,_,G1424_Parodon_nasus,3108,3,0,0,0,0,765,0,0,0,1374,0,0,0,0,0,0,0,0,0,0,969,0,,,,,,
Pempheridae,Pempheris,schomburgkii,E0213,KU_00233,E0213_Pempheris_schomburgkii,6271,7,0,717,0,0,0,0,804,748,0,0,0,645,702,0,0,0,0,0,882,1773,0,,,,,,
Pempheridae,Pempheris,oualensis,E0718,KU_05556,E0718_Pempheris_oualensis,8851,10,0,690,0,0,0,891,804,748,1539,0,0,634,705,1191,0,0,831,0,818,0,0,,,,,,
Pempheridae,Pempheris,vanicolensis,E0886,KU_07031,E0886_Pempheris_vanicolensis,8628,10,0,630,0,0,0,843,804,0,0,0,0,619,0,1251,0,825,815,0,813,996,1032,,,,,,
Pempheridae,Parapriacanthus,ransonneti,E0923,KU_07175,E0923_Parapriacanthus_ransonneti,10701,12,0,630,0,786,0,891,804,0,1539,0,0,645,705,1240,0,747,814,0,823,0,1077,,,,,,
Percichthyidae,Gadopsis,marmoratus,E1144,LS533,E1144_Gadopsis_marmoratus,13436,14,657,0,891,951,744,0,816,711,1539,0,927,645,705,1278,981,0,789,0,0,1802,0,,,,,,
Percichthyidae,Maccullochella,peelii,G1365,_,G1365_Maccullochella_peelii,10591,12,657,0,891,0,744,0,699,711,1432,0,0,0,705,1278,958,0,789,0,963,764,0,,,,,,
Percichthyidae,Macquaria,ambigua,G1366,_,G1366_Macquaria_ambigua,6493,7,0,0,0,0,633,0,630,0,1482,0,0,0,0,1278,871,0,0,0,828,771,0,,,,,,
Percichthyidae,Nannoperca,australis,G1389,_,G1389_Nannoperca_australis,6263,6,0,0,0,0,668,0,632,0,1482,0,0,0,0,1278,0,0,0,0,837,1366,0,,,,,,
Percichthyidae,Percichthys,trucha,G1430,_,G1430_Percichthys_trucha,9744,9,0,0,0,963,782,0,819,0,1538,0,0,645,0,1278,911,0,0,0,978,1830,0,,,,,,
Percichthyidae,Macquaria,colonorum,G1431,_,G1431_Macquaria_colonorum,5905,6,0,0,0,0,0,0,630,0,1482,0,0,0,0,1278,883,0,0,0,861,771,0,,,,,,
Percichthyidae,Macquaria,novemaculeata,G1432,_,G1432_Macquaria_novemaculeata,5866,6,0,0,0,0,0,0,627,0,1482,0,0,0,0,1278,871,0,0,0,837,771,0,,,,,,
Percidae,Gymnocephalus,cernuus,E0140,KU_00654,E0140_Gymnocephalus_cernuus,5831,8,657,0,0,0,739,696,804,711,0,0,759,0,0,0,0,0,831,0,0,634,0,,,,,,
Percidae,Gymnocephalus,schraetser,E0141,KU_00655,E0141_Gymnocephalus_schraetser,5391,7,657,0,0,726,744,924,0,711,0,0,0,0,0,0,0,0,801,0,828,0,0,,,,,,
Percidae,Zingel,zingel,E0142,KU_00656,E0142_Zingel_zingel,4418,6,0,648,0,0,744,0,804,748,0,0,0,645,0,0,0,0,0,0,829,0,0,,,,,,
Percidae,Romanichthys,valsanicola,E0143,KU_00657,E0143_Romanichthys_valsanicola,8503,11,0,657,0,729,0,897,804,748,0,0,0,645,692,0,0,819,818,738,0,0,956,,,,,,
Percidae,Zingel,streber,E0144,KU_00658,E0144_Zingel_streber,3765,5,657,0,0,0,757,0,0,708,0,0,0,0,0,0,0,0,831,0,0,812,0,,,,,,
Percidae,Etheostoma,vitreum,E0147,KU_00834,E0147_Etheostoma_vitreum,9504,11,0,0,0,0,744,903,804,748,1488,0,0,632,705,0,0,0,819,759,821,0,1081,,,,,,
Percidae,Ammocrypta,meridiana,E0148,KU_00835,E0148_Ammocrypta_meridiana,7732,9,0,0,0,0,744,783,804,748,1425,0,0,632,705,0,0,0,0,0,819,0,1072,,,,,,
Percidae,Ammocrypta,pellucida,E0149,KU_00837,E0149_Ammocrypta_pellucida,7788,9,0,0,0,0,744,792,804,748,1488,0,0,645,705,0,0,0,0,0,818,0,1044,,,,,,
Percidae,Percina,phoxocephala,E0150,KU_00844,E0150_Percina_phoxocephala,7560,9,0,0,0,750,741,900,804,748,1425,0,0,640,705,0,0,0,0,0,847,0,0,,,,,,
Percidae,Etheostoma,simoterum,E0152,KU_00862,E0152_Etheostoma_simoterum,10642,13,657,0,831,750,734,912,696,748,1396,0,0,632,705,0,981,0,786,0,814,0,0,,,,,,
Percidae,Crystallaria,asprella,E0153,KU_00863,E0153_Crystallaria_asprella,6853,8,0,0,0,732,733,897,804,748,1488,0,0,622,0,0,0,0,0,0,829,0,0,,,,,,
Percidae,Percina,nigrofasciata,E0154,KU_00866,E0154_Percina_nigrofasciata,5939,7,0,0,0,744,744,0,804,748,1425,0,0,645,0,0,0,0,0,0,829,0,0,,,,,,
Percidae,Etheostoma,juliae,E0168,KU_01610,E0168_Etheostoma_juliae,9936,12,0,684,0,729,744,915,804,748,1430,0,0,645,0,0,0,825,818,765,829,0,0,,,,,,
Percidae,Ammocrypta,beanii,E0187,KU_01769,E0187_Ammocrypta_beanii,7923,9,0,684,0,747,0,933,804,748,1425,0,0,0,705,0,0,0,0,0,828,0,1049,,,,,,
Percidae,Perca,flavescens,E0391,KU_02567,E0391_Perca_flavescens,13232,14,657,0,840,702,743,861,819,748,1575,0,0,548,0,0,906,0,786,759,978,2310,0,,,,,,
Percidae,Percina,caprodes,E1054,KU_05960,E1054_Percina_caprodes,13773,16,655,675,891,789,0,909,804,756,1482,0,0,645,705,0,978,0,797,750,966,812,1159,,,,,,
Percidae,Sander,vitreus,E1109,KU_07870,E1109_Sander_vitreus,9928,9,0,675,0,789,0,915,0,0,1488,0,0,645,696,1237,0,0,0,0,0,2309,1174,,,,,,
Percidae,Etheostoma,zonale,E1111,KU_08091,E1111_Etheostoma_zonale,11654,14,648,675,0,783,0,918,690,755,1425,0,0,645,705,0,0,822,811,765,843,0,1169,,,,,,
Percidae,Perca,fluviatilis,G1428,_,G1428_Perca_fluviatilis,8925,9,649,0,0,958,773,0,0,672,1575,0,759,636,0,0,0,0,796,0,0,2107,0,,,,,,
Percophidae,Bembrops,anatirostris,E1120,KU_08210,E1120_Bembrops_anatirostris,9863,12,597,0,873,741,744,945,804,755,1449,0,0,645,693,0,0,0,789,0,828,0,0,,,,,,
Percophidae,Bembrops,gobioides,E1128,KU_08323,E1128_Bembrops_gobioides,9121,11,657,0,891,813,0,790,699,711,1449,0,0,645,693,0,0,0,789,0,984,0,0,,,,,,
Percopsidae,Percopsis,transmontana,E0189,KU_01895,E0189_Percopsis_transmontana,7967,7,0,0,0,0,734,900,0,746,1547,0,0,0,0,0,0,0,0,0,829,2317,894,,,,,,
Percopsidae,Percopsis,omiscomaycus,G1433,_,G1433_Percopsis_omiscomaycus,8421,10,657,0,891,0,744,0,636,711,1482,0,0,0,705,0,0,0,789,0,984,822,0,,,,,,
Peristediidae,Peristedion,truncatum,E0450,KU_03289,E0450_Peristedion_truncatum,3582,5,0,642,0,750,0,0,804,0,0,0,0,623,0,0,0,0,0,0,763,0,0,,,,,,
Peristediidae,Peristedion,ecuadorense,E0456,KU_03298,E0456_Peristedion_ecuadorense,6226,7,0,0,0,729,729,894,804,0,0,0,0,0,0,1243,0,0,0,0,789,0,1038,,,,,,
Peristediidae,Peristedion,gracile,E1029,KU_08307,E1029_Peristedion_gracile,3086,4,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,813,0,823,812,0,,,,,,
Pholidae,Pholis,crassispina,G1437,_,G1437_Pholis_crassispina,11652,12,657,0,891,0,744,0,699,711,1482,0,747,0,693,0,945,0,789,0,984,2310,0,,,,,,
Pholidichthyidae,Pholidichthys,leucotaenia,E0251,KU_01854,E0251_Pholidichthys_leucotaenia,10585,11,657,720,891,0,699,0,687,678,1482,0,0,0,693,1278,990,0,0,0,0,1810,0,,,,,,
Phosichthyidae,Polymetme,corythaeola_sp,E0036,KU_01101,E0036_Polymetme_corythaeola_sp,6396,8,642,0,0,0,714,744,0,705,1131,0,0,0,699,0,0,0,777,0,984,0,0,,,,,,
Phosichthyidae,Pollichthys,mauli,G1443,_,G1443_Pollichthys_mauli,2296,3,642,0,0,0,741,0,0,0,0,0,913,0,0,0,0,0,0,0,0,0,0,,,,,,
Phycidae,Urophycis,chuss,E0343,KU_01503,E0343_Urophycis_chuss,6759,7,0,645,0,0,711,867,0,0,900,0,0,0,0,0,0,0,0,0,882,1608,1146,,,,,,
Phycidae,Urophycis,tenuis,E0344,KU_01574,E0344_Urophycis_tenuis,5997,6,0,645,0,0,0,843,0,0,900,0,0,0,0,0,0,0,0,0,873,1613,1123,,,,,,
Phycidae,Phycis,chesteri,E0377,KU_02954,E0377_Phycis_chesteri,4885,5,0,693,0,0,0,0,0,0,900,0,852,0,0,0,0,0,0,0,882,1558,0,,,,,,
Phycidae,Urophycis,regia,E0576,KU_04966,E0576_Urophycis_regia,4395,5,0,651,0,0,0,864,0,0,882,0,0,0,0,0,0,0,0,0,809,1189,0,,,,,,
Pimelodidae,Brachyplatystoma,filamentosum,G1231,_,G1231_Brachyplatystoma_filamentosum,8885,8,657,0,0,0,0,0,699,0,1575,990,0,0,705,0,990,0,0,0,981,2288,0,,,,,,
Pinguipedidae,Parapercis,clathrata,E0707,KU_05480,E0707_Parapercis_clathrata,11104,13,0,0,873,711,738,837,804,748,1482,0,738,645,693,1231,0,0,810,0,794,0,0,,,,,,
Pinguipedidae,Parapercis,hexophtalma,E1083,KU_07064,E1083_Parapercis_hexophtalma,7996,10,0,675,0,813,726,912,804,724,0,0,0,642,696,1251,0,0,0,753,0,0,0,,,,,,
Pinguipedidae,Parapercis,punctulata,E1091,KU_07137,E1091_Parapercis_punctulata,6521,8,0,0,0,783,743,873,0,756,0,0,0,623,0,0,0,0,0,741,829,0,1173,,,,,,
Pipidae,Xenopus,tropicalis,G1511,_,G1511_Xenopus_tropicalis,16114,17,657,732,891,963,789,984,699,711,1575,1206,0,645,705,0,990,727,789,748,0,2303,0,,,,,,
Platycephalidae,Sunagocia,arenicola,E0708,KU_05484,E0708_Sunagocia_arenicola,4892,6,0,666,0,750,0,879,0,0,0,0,0,645,0,0,0,0,0,0,818,0,1134,,,,,,
Platycephalidae,Thysanophrys,chiltonae,E0864,KU_06955,E0864_Thysanophrys_chiltonae,8220,9,0,693,0,744,0,0,813,756,0,0,780,645,0,0,0,813,0,0,0,1808,1168,,,,,,
Platytroctidae,Sagamichthys,abei,E0366,KU_02394,E0366_Sagamichthys_abei,6975,7,0,693,0,0,714,837,699,0,0,0,0,0,0,0,0,0,831,0,882,2319,0,,,,,,
Platytroctidae,Normichthys,operosus,E0971,KU_07459,E0971_Normichthys_operosus,8521,8,0,0,0,0,714,0,699,756,1575,0,0,0,705,0,0,0,820,0,933,2319,0,,,,,,
Platytroctidae,Maulisia,microlepis,E0978,KU_07493,E0978_Maulisia_microlepis,8825,10,656,693,0,0,678,0,699,752,1575,0,0,0,705,1252,0,0,831,0,984,0,0,,,,,,
Platytroctidae,Searsia,koefoedi,G1481,_,G1481_Searsia_koefoedi,4707,6,0,0,891,0,744,0,0,711,0,0,0,0,705,0,0,0,789,0,867,0,0,,,,,,
Plecoglossidae,Plecoglossus,altivelis,G1440,_,G1440_Plecoglossus_altivelis,4869,5,521,0,603,0,0,0,0,0,0,0,0,0,599,0,835,0,0,0,0,2311,0,,,,,,
Plesiopidae,Plesiops,coeruleolineatus,E0855,KU_06914,E0855_Plesiops_coeruleolineatus,10386,12,0,630,0,786,696,852,807,0,0,0,0,645,705,1299,0,0,810,765,823,1568,0,,,,,,
